X,Y,Depth,Elevation
423196.7553,4640507.01,160,432.63736
432313.3358,4644670.529,167,363.907867
445951.6055,4634300.764,168,446.441284
426007.7679,4638287.494,170,426.989166
429265.3662,4643744.172,170,387.82489
433986.2402,4648256.889,173,363.347137
436598.5261,4647530.192,178,371.339661
450844.7613,4637547.449,180,506.744812
445983.324,4634652.499,182,437.890808
428294.6455,4644406.82,189,438.45752
431153.7868,4646131.852,190,376.765808
431570.9997,4639280.037,192,506.425873
431442.9475,4648355.405,196,356.845551
430832.9455,4646289.316,200,398.746765
424250.2902,4644258.913,200,493.285431
440582.8595,4634017.063,202,451.101349
423937.7608,4645187.234,205,506.632935
428103.8289,4644390.982,208,434.848816
445081.0266,4634320.744,209,430.770508
444125.3311,4635870.435,214,479.170959
421691.7962,4644009.047,225,532.855225
423982.1874,4645001.318,230,491.626892
431848.21,4634527.172,236,486.794312
445340.0754,4634546.371,237,461.894928
443268.3311,4635383.107,260,433.754822
421306.8747,4642563.08,277,526.6698
432158.5242,4635384.751,278,504.669861
455969.8497,4638932.89,288,506.543488
