Lat,Lon,Depth,Elevation
-74.88999814,42.64899141,33,391.577179
-74.86066482,42.66115807,58,401.643738
-74.89233148,42.62932474,36,380.572937
-74.94933146,42.53432476,102,376.646942
-74.98199812,42.54399143,49,391.664276
-74.99533144,42.58249142,136,492.114594
-74.98649811,42.58982475,43,496.027313
-74.99633145,42.49415811,78,477.946991
-74.98749811,42.58790809,78,490.844574
-75.00249811,42.59032475,12,518.712524
-74.9186648,42.55899143,4,563.57312
-75.04266476,42.55882476,30,496.264221
-75.02569254,42.58985253,57,494.421509
-74.97916479,42.47232478,68,389.660614
-74.99644256,42.49474144,148,480.652313
-74.99274812,42.52074143,60,369.437683
-75.004637,42.54888032,158,487.294586
-74.99130367,42.5111581,87,362.39563
-74.95449812,42.57265809,10,385.649139
-75.22972026,42.53643589,19,440.032471
-75.34616467,42.55615811,97,350.220612
-75.26366469,42.54915811,15,454.205902
-75.27399802,42.54690811,90,427.913055
-75.33555356,42.54526922,70,530.838501
-75.35230355,42.554547,34,331.825226
-75.17755361,42.56299143,117,511.065643
-75.34563689,42.53910256,70,512.138672
-75.21316471,42.55421366,69,365.556488
-75.2549147,42.55801922,39,435.533173
-75.22758137,42.53571366,20,435.027985
-75.30069246,42.54301922,29,411.149597
-75.21116471,42.56682477,12,395.043884
-75.30694246,42.51832478,61,487.464844
-75.25038692,42.54526922,112,350.609344
-75.20333138,42.5711581,128,356.518707
-75.25716469,42.57218588,6,432.589905
-75.37877577,42.52726923,56,334.079926
-75.29810912,42.58254699,136,538.091553
-75.23169248,42.59421365,70,425.409729
-75.25713692,42.5714081,9,432.862823
-75.29180357,42.57768588,10,537.687073
-75.19522026,42.63888031,80,487.63382
-75.08302586,42.59549142,10,452.861053
-75.12830362,42.62415809,26,515.806702
-75.17141472,42.58349143,20,490.749817
-75.13983139,42.64099142,34,525.071472
-75.07977586,42.66296363,18,552.135376
-75.15833139,42.59165809,100,497.557159
-75.09855363,42.63799142,90,436.846558
-75.19666471,42.62082476,4,414.570679
-75.11349808,42.46749145,131,335.410217
-75.11627586,42.48774145,55,346.424683
-75.02424811,42.49313033,22,460.219482
-75.02849811,42.50113033,4,501.370087
-75.04938699,42.48468589,27,412.5755
-75.10499809,42.42982479,19,360.098663
-75.08316476,42.43699145,34,385.922821
-74.99666479,42.45865811,129,358.99118
-75.07166476,42.49265811,34,515.202148
-75.04966477,42.48915811,60,412.465393
-75.18155362,42.38154702,10,345.384094
-75.19983139,42.41349146,56,452.488098
-75.1868314,42.38015813,60,327.255951
-75.18110917,42.47915812,10,465.165497
-75.19633139,42.46282479,39,501.994202
-75.2801369,42.73751918,16,423.015839
-75.13213697,42.41890812,62,332.155884
-75.2188036,42.46929701,20,483.408691
-75.14616474,42.42832479,41,348.113007
-75.14199807,42.45682479,55,426.658234
-75.14510919,42.41649146,460,326.379303
-75.20885916,42.483297,18,512.526917
-75.22113694,42.41454702,102,462.847107
-74.90191479,42.76832472,20,411.001892
-75.05227586,42.7442414,36,541.991211
-74.96083144,42.74882472,138,505.845856
-75.01744254,42.73671362,50,398.096954
-74.96433144,42.79468583,50,463.578278
-75.0056092,42.79910249,49,394.656982
-74.91885924,42.72821362,145,367.830292
-74.92124812,42.73988028,17,451.999115
-74.9342759,42.75157472,18,503.96817
-74.89999813,42.77474138,20,372.333038
-74.90308146,42.76451916,28,388.170593
-74.90063702,42.77518583,20,382.279877
-75.2677758,42.58471366,17,520.007935
-75.25233136,42.63399142,52,501.279785
-75.26499802,42.58182477,41,507.184906
-75.23833136,42.61999143,80,480.414001
-75.25849803,42.58482477,64,448.231781
-75.3006369,42.62560254,60,362.617157
-75.24169247,42.64249142,93,428.118683
-75.1450536,42.8148525,98,400.952667
-75.17444248,42.83804694,15,525.798767
-75.22155358,42.80490806,59,444.165924
-75.04866474,42.87263026,66,467.383759
-74.9834981,42.83749138,80,427.828461
-75.02935919,42.84338026,196,461.003571
-75.04799807,42.87265804,40,463.403595
-75.01199809,42.82299138,38,395.582886
-74.77569262,42.75249138,30,412.892395
-74.76716484,42.71729694,20,392.755585
-74.77449817,42.75343583,60,391.928772
-74.68880375,42.75026916,48,496.820251
-74.69858153,42.72593583,60,566.372437
-74.77547039,42.7411025,20,384.653046
-74.79049818,42.52804698,185,585.330688
-74.92366479,42.81599138,156,446.419159
-74.85163703,42.83046359,190,457.258453
-74.86074814,42.85968581,51,434.199097
-74.80847038,42.83921359,23,413.254669
-74.85672036,42.83371359,92,422.687927
-74.932387,42.81240805,140,494.903503
-75.33383135,42.35626926,100,519.368958
-75.29199803,42.34282481,33,322.870026
-75.3046647,42.33468593,50,388.116028
-75.36766468,42.32351926,57,304.714203
-75.35816467,42.38626925,35,519.941772
-75.27972026,42.34824148,110,315.26355
-75.34438691,42.32090815,41,317.220642
-75.25722026,42.41860257,43,411.317505
-75.26283137,42.37049147,97,322.1651
-75.32624802,42.32649148,60,328.445892
-75.33602579,42.39963036,98,531.426697
-75.35260912,42.40193591,25,551.360901
-75.21697024,42.8582136,145,357.163452
-74.86005371,42.61796363,9,628.110535
-74.75452596,42.67854695,98,588.68927
-74.80699817,42.67351918,150,586.4599
-74.85563704,42.62254697,4,615.537048
-74.76083152,42.64360251,20,591.554077
-74.79966484,42.66318584,90,535.269714
-74.79024817,42.66540807,2,568.657654
-74.79035928,42.68088029,2,599.684998
-74.79366484,42.65435251,80,472.701691
-74.71855375,42.59579696,90,422.01004
-74.66716488,42.6174914,11,490.955444
-74.69622043,42.54224142,34,473.778381
-74.67835932,42.63788029,62,494.463135
-74.75183153,42.51882476,40,420.378357
-74.6763871,42.60554696,18,659.746582
-74.70705376,42.55693586,11,567.25824
-74.69716488,42.50465809,16,627.528992
-74.59744268,42.58401919,105,642.805115
-74.62272046,42.55849141,3,655.453674
-74.67235933,42.53179698,3,643.521912
-74.66916488,42.56582475,18,540.507507
-74.66499822,42.53221364,2,602.053833
-74.67583155,42.54193586,21,473.523438
-74.66666489,42.54471364,48,483.604218
-75.52799,41.92734,1,507.749786
-75.48833,41.92278,1,429.063629
-75.73611,41.97333,1,329.042877
-75.6138,41.88733,2,529.387329
-75.94806,41.94333,3,551.225769
-75.52667,41.83444,3,620.058228
-75.52833,41.94222,4,429.816498
-75.94861,41.95778,4,590.511963
-75.65114,41.86552,4,447.236145
-75.71167,41.84444,4,472.959991
-75.82,41.95222,4,346.659485
-75.86306,41.87139,5,436.851624
-75.86583,41.91187,5,355.021149
-75.70833,41.96694,5,289.465057
-75.81867,41.92767,5,513.28717
-75.84832,41.89008,7,445.218262
-75.77123,41.89598,7,481.588531
-75.675,41.85194,7,472.109528
-75.48833,41.92278,8,429.063629
-75.48833,41.92278,8,429.063629
-75.87944,41.87722,8,496.709778
-75.80333,41.85167,10,499.083893
-75.53222,41.8625,10,524.862976
-75.53083,41.86222,10,522.957642
-75.82267,41.83602,10,520.226257
-75.72472,41.96583,10,304.54422
-75.85306,41.97361,10,465.983337
-75.66361,41.8975,11,502.020569
-75.51278,41.86083,12,509.959747
-75.62972,41.91611,12,406.325348
-75.74972,41.96306,12,277.551239
-75.6584,41.89333,12,536.683105
-75.65116,41.86519,12,443.262054
-75.49693,41.89813,12,552.771912
-75.80917,41.86917,12,519.811829
-75.48583,41.85,14,602.213501
-75.79556,41.88694,15,536.866699
-75.52506,41.88603,15,543.135559
-75.65139,41.87722,15,501.963593
-75.645,41.95028,15,293.55719
-75.53389,41.88972,15,559.403625
-75.48889,41.96056,16,410.533783
-75.63611,41.95056,16,283.904938
-75.52889,41.93306,16,514.731506
-75.53306,41.87944,17,559.551575
-75.83139,41.975,17,477.588593
-75.72937,41.83762,17,429.921295
-75.88556,41.86778,17,506.139343
-75.63278,41.95,17,290.5047
-75.82467,41.9036,17,514.530884
-75.47869,41.86684,18,525.699341
-75.80861,41.92083,18,526.860168
-75.60223,41.94828,18,279.821686
-75.71583,41.96222,18,296.574066
-75.78639,41.97222,18,468.655701
-75.77681,41.96356,19,411.791321
-75.65283,41.89683,19,508.833984
-75.65523,41.86024,19,457.685211
-75.75639,41.85333,20,478.783966
-75.56722,41.89167,20,436.044556
-75.73389,41.91306,20,296.851685
-75.84694,41.92222,20,341.781677
-75.48833,41.92278,20,429.063629
-75.75659,41.83748,20,509.515137
-75.83083,41.93444,20,396.59613
-75.49639,41.85139,21,605.313232
-75.80167,41.99028,21,282.593384
-75.51583,41.86778,22,540.783936
-75.91628,41.94741,23,491.725372
-75.47528,41.85333,24,607.470764
-75.74213,41.9,24,358.510254
-75.7006,41.8542,24,472.268799
-75.61028,41.92167,24,398.235931
-75.47556,41.845,25,609.876465
-75.9175,41.92611,25,493.302429
-75.91639,41.94739,25,492.670502
-75.54333,41.87639,26,586.466431
-75.62806,41.94861,26,307.134857
-75.70694,41.96333,26,280.387634
-75.74972,41.87056,28,415.401489
-75.86335,41.94477,28,415.973633
-75.48007,41.84513,28,605.935791
-75.47667,41.85278,28,606.932739
-75.47611,41.85306,28,605.414307
-75.73278,41.97194,30,274.349976
-75.70972,41.89306,30,428.498871
-75.74111,41.83472,30,467.721252
-75.95583,41.94667,30,545.655518
-75.74694,41.86861,30,363.350739
-75.65222,41.87583,30,499.267059
-75.67778,41.89278,30,513.627197
-75.84639,41.83722,30,499.053864
-75.52972,41.88111,31,537.829102
-75.47947,41.84573,32,605.170166
-75.69856,41.99074,34,372.885284
-75.7644,41.87287,34,482.871185
-75.75676,41.83748,34,510.042847
-75.95667,41.94083,35,524.883179
-75.665,41.98222,35,321.247406
-75.59278,41.8925,35,483.039337
-75.82833,41.83917,35,504.537964
-75.76925,41.97765,36,422.782349
-75.84333,41.99393,36,459.015961
-75.63643,41.9523,36,288.995209
-75.52947,41.93187,36,517.956787
-75.47944,41.8475,36,611.365173
-75.91629,41.94734,37,492.711914
-75.67587,41.99033,38,436.039398
-75.59033,41.93973,39,367.777954
-75.85556,41.8675,40,418.849762
-75.71899,41.85584,40,433.865326
-75.65556,41.95611,40,293.805847
-75.59556,41.88667,40,492.197174
-75.95611,41.94722,40,549.203064
-75.58833,41.91278,42,423.255219
-75.75648,41.83731,42,508.50885
-75.64993,41.88067,43,496.63739
-75.65419,41.96023,43,278.104797
-75.73042,41.83995,43,408.226013
-75.82832,41.89314,45,478.202972
-75.64264,41.98512,45,471.015717
-75.72427,41.85165,46,368.734283
-75.65003,41.85007,46,498.665344
-75.75056,41.98417,47,266.082642
-75.6134,41.93791,48,357.417664
-75.91,41.88472,48,448.253326
-75.79861,41.925,49,445.467987
-75.66684,41.8502,49,522.88385
-75.68861,41.96056,50,280.328186
-75.5375,41.91306,50,460.07547
-75.93583,41.87806,50,515.604675
-75.80389,41.85028,50,495.581482
-75.955,41.94556,50,540.204041
-75.74944,41.85222,51,496.10437
-75.71528,41.965,51,283.72879
-75.73639,41.90472,51,313.454712
-75.82111,41.85917,52,488.052002
-75.59611,41.92306,55,356.629303
-75.66665,41.85621,56,448.470184
-75.64722,41.86222,57,466.301453
-75.63944,41.88694,57,467.560608
-75.84333,41.99333,59,451.165497
-75.81361,41.97361,60,326.772949
-75.81167,41.97889,60,293.820312
-75.84694,41.90361,60,370.721588
-75.84667,41.91278,60,380.601807
-75.83917,41.89083,60,367.640289
-75.8075,41.85972,60,540.310181
-75.85778,41.85,60,460.79248
-75.65306,41.88722,61,505.903625
-75.78056,41.95056,62,417.139435
-75.67444,41.88611,62,471.820038
-75.7375,41.96778,62,267.114227
-75.515,41.86306,63,499.733307
-75.785,41.97139,65,471.140228
-75.65693,41.86038,68,462.682983
-75.51639,41.86278,68,505.067169
-75.66833,41.86229,69,431.156067
-75.59306,41.91167,69,412.909271
-75.60333,41.98833,69,293.121887
-75.81861,41.96667,70,301.530823
-75.865,41.94556,70,412.809692
-75.54056,41.8575,70,578.372864
-75.70556,41.97583,70,332.700714
-75.78333,41.92944,70,405.170135
-75.77556,41.94639,70,358.271118
-75.86689,41.96678,71,530.65625
-75.80917,41.92917,71,487.921539
-75.84813,41.91747,73,334.108612
-75.74889,41.97944,78,270.028015
-75.87947,41.97347,79,419.969696
-75.62222,41.94833,80,329.810699
-75.74056,41.835,80,461.565704
-75.83333,41.98417,80,349.340271
-75.95278,41.94278,80,540.381958
-75.76528,41.95306,80,311.10733
-75.91472,41.87389,80,517.537354
-75.5475,41.95917,81,310.103241
-75.79778,41.85722,81,524.653076
-75.73306,41.90444,82,306.71991
-75.74278,41.98222,83,277.072601
-75.51806,41.87833,85,554.295837
-75.76528,41.95361,86,308.303223
-75.75333,41.96556,86,274.869995
-75.58083,41.88556,86,477.970093
-75.74873,41.86927,87,384.20694
-75.90002,41.93351,88,416.114532
-75.94,41.88028,88,529.810059
-75.91694,41.9525,90,487.626404
-75.66222,41.87889,90,480.468292
-75.74722,41.965,90,272.620544
-75.70604,41.90428,91,480.994751
-75.55283,41.9228,95,451.79306
-75.6667,41.85022,96,523.453857
-75.58889,41.91389,98,417.339539
-75.61083,41.94722,100,278.77298
-75.95639,41.94806,100,551.874878
-75.95611,41.95111,102,553.476318
-75.59389,41.89333,103,481.056061
-75.73007,41.97287,104,289.395081
-75.65139,41.85417,105,441.306183
-75.91747,41.953,106,486.760834
-75.56401,41.91726,108,370.487762
-75.58247,41.99453,108,346.867889
-75.85559,41.95827,110,444.469299
-75.6525,41.85444,110,439.389313
-75.74611,41.92333,110,405.413422
-75.659,41.8566,110,446.310699
-75.77167,41.93556,113,348.821228
-75.95389,41.93833,115,526.410095
-75.59639,41.95333,116,277.69397
-75.62528,41.97722,117,408.151123
-75.65639,41.85472,120,441.201447
-75.65861,41.85278,120,461.75705
-75.77944,41.94889,121,392.421509
-75.8575,41.84917,122,462.360321
-75.60213,41.878,122,514.054688
-75.82556,41.85917,122,464.431854
-75.84783,41.9225,125,350.048309
-75.74126,41.94337,125,314.468506
-75.7375,41.91111,127,318.841614
-75.63118,41.96403,130,431.546906
-75.80444,41.91361,140,488.323364
-75.61056,41.94333,141,310.771393
