X,Y,Depth
484908.2394,4639709.338,68
523211.8447,4705404.814,3
527259.06,4700015.527,125
519338.3318,4704689.738,3
524881.4263,4699321.905,18
529583.1737,4698677.092,15
526473.324,4693979.392,55
525293.6754,4695242.713,102
528210.5412,4692342.199,3
525959.3508,4700633.626,4
526073.6685,4699378.691,15
525035.2373,4704837.42,48
519824.4643,4702303.761,40
514980.5084,4686709.453,47
514847.0815,4691354.185,15
520218.4708,4698714.639,42
521942.2109,4689599.322,40
518278.4855,4690992.182,85
522209.9191,4697499.266,48
513085.4702,4694145.096,93
522031.9764,4693057.182,14
517899.3595,4694359.329,26
521884.1408,4693537.881,27
511486.8142,4697356.197,30
524978.0273,4690180.101,17
520175.9584,4699195.683,50
516969.5166,4698835.533,31
511283.2904,4697454.565,73
529760.2678,4665992.95,52
469469.591,4675696.369,46
470667.9153,4675586.403,10
470554.6042,4680817.904,40
476495.6198,4679330.454,75
471839.3811,4671044.605,170
472031.8979,4679655.238,107
476767.9015,4677148.941,35
469447.4874,4675884.609,85
475698.5765,4675409.924,64
468262.0326,4679843.982,40
507457.0465,4685716.599,18
508942.6373,4694545.706,31
502044.1372,4693244.86,45
511585.1546,4691786.003,35
497789.9436,4688137.254,130
500137.3657,4691653.042,93
500151.1593,4688284.955,121
505672.795,4687297.182,122
503954.0923,4691712.76,20
502465.6646,4690854.632,86
507068.1876,4690018.827,80
509851.8274,4691727.83,19
504683.732,4684659.365,137
540746.2784,4666677.047,17
537455.5491,4667454.559,11
529046.527,4675427.915,16
538531.5066,4668774.278,75
536933.1954,4667726.308,21
537890.9616,4667567.92,29
540737.9395,4668120.467,15
533721.5816,4664147.862,17
527911.742,4666781.136,116
540783.2018,4667436.006,36
524938.8307,4674153.759,1
531917.4073,4674697.032,8
534395.4203,4664385.519,17
529035.6176,4668062.564,129
528366.955,4676831.59,7
533237.2161,4664620.544,17
527552.5225,4663559.755,1
540875.3995,4668158.274,30
533157.6265,4664947.104,55
527911.071,4671006.598,40
530499.5749,4672303.485,28
528524.6004,4662783.299,104
523323.9826,4660534.311,23
540495.2808,4669618.058,15
535100.6964,4669367.054,11
530064.5018,4665698.149,18
540692.4783,4666454.664,34
540705.5015,4666584.281,14
536900.1144,4667470.136,29
531489.6077,4667314.362,41
525926.0477,4663794.167,44
537382.9288,4669896.956,5
534175.8658,4672730.584,4
535185.009,4673155.024,1
532591.8904,4667152.818,70
528405.8194,4667190.233,10
540190.8758,4690710.48,70
535127.377,4683302.272,2
539566.8767,4679680.144,20
537780.6422,4690607.609,30
538096.8461,4680393.764,2
539106.1939,4679307.439,32
539786.3458,4682994.026,6
534816.4212,4685058.822,34
531510.1295,4678103.383,79
533302.2336,4678531.118,56
536941.6783,4677037.968,34
529393.7785,4681184.721,23
545229.8616,4686802.361,99
479008.9128,4683979.817,47
473543.1196,4683110.009,30
469711.021,4683310.565,5
478855.2059,4687669.15,10
477096.4118,4680910.724,20
479721.4306,4685741.96,0
480015.2653,4684439.527,7
478233.771,4685027.769,14
474776.8561,4680446.771,14
466576.6844,4683352.555,22
482484.7255,4677761.569,57
520174.5517,4685408.549,15
530029.3478,4683593.208,18
528658.0329,4686363.398,8
531885.4287,4690297.597,25
527633.3778,4689098.206,1
525493.1146,4685031.071,58
531150.219,4694109.699,6
533692.4714,4689343.724,23
480603.6857,4670351.903,45
476979.0728,4672349.088,50
477010.7069,4672907.239,12
473683.2076,4667290.08,210
473018.119,4665599.332,78
476905.8873,4673108.061,33
481376.7801,4662555.945,0
481523.1574,4662330.413,30
481585.4564,4665084.463,22
481239.2658,4673005.734,80
479802.8275,4672642.68,5
472866.5887,4668573.148,8
494063.2821,4675185.396,34
491179.6117,4667826.328,18
492741.9855,4678684.197,4
491752.0743,4666804.757,17
491181.941,4667854.083,30
492621.1953,4668358.243,49
489650.6018,4670416.08,77
490192.2717,4673949.855,30
484177.9555,4674651.684,68
491557.9813,4667622.306,24
483211.3495,4676905.448,37
483546.8559,4667485.32,84
495496.5956,4665468.991,63
489715.6022,4670946.475,82
491370.7811,4670284.225,107
490433.9705,4669600.734,30
491752.8967,4667507.959,17
487806.3352,4670382.02,28
485008.6947,4669681.124,56
483093.1988,4671603.866,80
495531.4273,4669722.111,0
483681.5322,4661217.865,44
484809.5386,4666683.67,110
491132.7271,4659724.173,115
481061.4086,4675078.845,8
488392.485,4678076.264,70
493455.3406,4677110.517,39
487627.3216,4670326.815,29
545468.012,4772906.243,2
546513.3796,4773073.704,165
546533.384,4773123.199,72
543531.5514,4774584.12,175
542519.5683,4772350.463,77
539416.9802,4763947.293,329
532002.8694,4773104.334,32
540186.6075,4760453.613,56
539078.5143,4765749.96,135
532415.3362,4765721.293,6
540659.2554,4763223.465,133
535026.2101,4760443.785,129
539608.9857,4759315.049,10
538126.3207,4764467.478,74
536995.0318,4765263.311,4
533805.0241,4768371.684,14
543203.0328,4767218.481,8
545602.2763,4764639.714,7
546941.5879,4763707.897,85
542612.0647,4769482.127,169
548232.0199,4766227.947,139
547918.9493,4766993.877,36
544470.2862,4765758.225,78
546328.204,4759696.521,21
546271.3577,4772766.655,26
547456.2443,4772373.758,69
548073.7547,4763314.728,20
548260.7124,4766329.95,145
523699.7511,4767739.966,182
528507.2073,4768594.304,85
525887.0195,4768327.837,59
524772.4438,4773814.591,108
520453.4837,4771677.954,122
524848.3935,4768468.964,104
544383.5133,4675137.837,90
542651.9412,4675651.471,89
542577.9773,4673479.62,13
542788.9931,4673468.562,11
542316.9589,4671127.759,50
541254.5929,4673934.395,69
545740.1227,4672037.458,68
544644.3049,4671607.866,35
548982.3537,4678388.499,90
546435.3967,4678926.406,2
546519.6366,4683501.182,82
544594.6748,4683038.356,19
548481.0746,4687262.09,23
494195.3521,4758616.925,50
496245.5698,4751304.882,10
498680.8117,4752355.841,77
500315.4881,4747324.705,3
498449.6281,4752540.967,78
499537.5397,4749894.197,0
517606.4157,4761539.78,40
511794.5235,4763125.171,3
513677.9844,4764088.018,41
516196.142,4760524.519,10
519764.3395,4755111.006,24
505298.2071,4772479.153,15
510668.3063,4772664.352,4
485065.1614,4764587.286,22
488609.1769,4767504.77,16
496754.8562,4763868.44,65
492709.0706,4770846.085,27
496633.0577,4769291.407,50
493972.3673,4760020.642,100
488560.888,4765681.786,76
488304.8122,4764118.274,76
486818.0112,4762951.876,40
483723.9486,4765824.232,40
486783.3518,4763757.05,83
493214.513,4763025.83,68
487773.0198,4766661.003,24
482959.1626,4763981.436,130
486556.673,4763572.409,50
486183.0451,4767953.445,20
487068.6025,4769784.038,38
489450.0675,4761284.665,334
484534.8109,4764218.3,112
485956.4462,4768848.477,24
485110.7422,4765774.801,68
483697.0049,4765910.669,20
492032.35,4766333.901,24
505518.2108,4760328.679,16
505455.8451,4759029.983,36
503459.3367,4761598.217,118
499089.6451,4758293.722,23
499723.8162,4757898.83,20
506139.3492,4756991.599,15
503379.8351,4762137.996,6
498218.0858,4760015.137,48
499660.5124,4760289.449,17
505441.8795,4765199.338,60
497398.7065,4766829.474,12
497376.097,4766860.33,17
497541.2363,4766872.607,3
501859.6633,4766699.674,280
498366.4594,4774442.269,7
502051.7888,4767230.298,260
504625.823,4764063.569,242
491986.5665,4758141.029,105
485556.5207,4756146.527,42
509797.6638,4757193.269,18
510531.2572,4758909.433,8
508050.7014,4763310.993,60
510189.5303,4763304.589,18
508421.7591,4761571.676,18
512573.1866,4769240.456,8
516421.6927,4772188.384,30
490277.8846,4771857.822,34
490322.9865,4773375.45,72
492782.7735,4772129.254,73
496175.9503,4772752.709,46
488759.5024,4773627.711,46
494179.5632,4766677.222,181
494978.3603,4773160.671,170
516746.7034,4750170.614,90
511383.01,4750591.483,200
515649.5861,4748986.612,55
517645.2603,4746415.777,21
514676.6523,4748959.788,24
518622.5577,4751659.159,55
501801.6643,4746334.775,80
503373.5944,4747189.802,28
508226.1445,4743421.424,97
505600.9909,4750451.697,85
488844.6012,4752324.677,45
488350.581,4748414.183,25
473870.5523,4733561.398,7
468189.9701,4743918.762,43
479245.9,4742402.106,30
473044.385,4741442.672,39
475619.5312,4736395.91,4
468226.8267,4744035.809,66
468014.6278,4743796.188,74
477854.3041,4743831.535,140
476847.4532,4735993.769,18
469254.2425,4741828.701,20
474580.0055,4737941.964,12
477516.0131,4739628.299,12
476571.3396,4735652.311,10
476879.7204,4736129.383,13
470698.9502,4744126.636,56
466501.0398,4742008.111,40
437751.2521,4767667.759,15
431956.5985,4751125.738,0
430206.6379,4746725.636,10
430165.5924,4746482.342,14
426713.1567,4759139.047,86
427690.9377,4751113.79,23
427552.99,4761659.85,79
431870.5271,4751135.846,4
431427.5472,4743548.22,38
428485.5043,4759240.634,58
430417.8338,4759267.012,46
428527.9895,4756145.917,40
426069.7432,4756816.75,75
428679.7018,4761793.016,28
431720.4538,4747213.286,10
431003.5884,4754901.995,60
426927.7786,4751640.147,2
428600.5556,4753973.317,26
427828.2644,4757698.841,85
426970.8099,4747579.836,17
430917.2376,4747890.741,170
430048.9195,4754630.928,14
428284.8217,4744345.305,22
427567.3487,4760234.407,72
427825.6628,4744285.32,16
428675.7487,4753574.571,45
429342.8589,4759574.176,7
428231.0817,4757006.652,27
429092.5008,4761643.731,19
427902.6889,4757451.256,15
427827.8504,4757874.692,114
426948.6909,4760197.787,20
430497.2142,4759500.667,52
426091.5966,4756952.256,41
428934.6657,4744187.403,98
428031.4071,4743555.116,16
429114.1968,4760239.818,25
426361.8264,4757007.964,178
429728.4774,4758968.632,3
428765.1046,4761949.464,58
429808.1953,4767177.087,65
426900.5613,4739248.093,94
427682.7533,4739535.998,65
432993.8822,4740972.332,37
428518.749,4739104.644,5
430728.6797,4737934.504,62
427751.2393,4739785.16,20
432642.1141,4732850.199,70
451754.0191,4745189.624,5
445854.069,4742969.275,78
446779.8675,4742616.562,117
450204.5443,4746835.593,17
453642.0471,4748196.622,80
443905.6706,4750138.582,33
448287.9929,4750847.642,31
453158.3671,4748789.091,2
444346.3852,4752189.505,80
444039.4737,4749859.855,19
452676.1797,4743980.167,101
440354.6826,4761665.917,98
439938.0248,4759593.403,12
434710.5914,4760995.533,60
434413.7851,4759795.229,29
431741.3994,4760484.612,5
432222.4459,4760809.929,5
433847.6533,4754636.441,70
440327.4484,4759059.394,18
433425.5581,4760181.13,4
439210.636,4761080.587,29
432371.4811,4756865.842,36
433080.7733,4756180.189,220
431312.0882,4761031.865,130
437539.9752,4736913.162,30
442614.0627,4736104.066,82
436235.2002,4738828.448,105
457121.8018,4738349.212,20
457848.2215,4741978.509,40
457910.4644,4742132.364,20
457964.4254,4742045.662,30
457769.0605,4742028.349,42
459219.8461,4742022.692,100
455941.3292,4743446.43,65
462532.109,4741130.915,14
461945.6138,4734424.986,93
454204.8184,4734561.443,155
458535.985,4734768.509,131
458250.9786,4737999.884,100
458620.3441,4736328.847,65
463810.0174,4735840.066,45
462457.0107,4738598.809,59
461948.5496,4734545.271,59
460078.0658,4743196.019,46
450180.9467,4738550.098,20
454296.2884,4737047.104,26
434505.1209,4769326.99,29
436102.7344,4770632.24,39
439976.4618,4773756.105,2
436323.8883,4767431.027,10
439430.9599,4763716.259,1
441495.0405,4762902.385,9
443812.5858,4762845.945,8
438470.7622,4767432.955,3
445471.0609,4765584.261,3
437587.5457,4767576.703,2
437883.352,4765525.585,16
443148.9278,4763887.958,4
443216.4169,4762474.507,32
438320.715,4765595.665,17
458617.1946,4744503.307,68
456305.4138,4742870.352,74
456050.173,4746271.35,20
456968.0327,4744278.981,1
461974.5393,4743373.451,18
456643.7317,4744682.031,12
454079.3087,4752864.033,8
456921.9452,4744168.22,1
459788.9223,4749262.255,44
463814.3462,4751346.742,39
455957.0442,4745901.776,15
461393.4365,4747420.732,10
457807.1157,4744162.737,30
456269.1119,4742873.667,87
454416.1684,4753068.469,10
442299.78,4745786.824,18
443140.5036,4748111.959,0
438374.5155,4752444.109,92
440632.2599,4750304.906,59
438463.0654,4745110.551,65
433497.6903,4751264.892,28
433804.0793,4752468.143,51
442230.342,4745895.376,18
437680.9346,4747462.095,147
434384.7217,4747267.558,12
444974.6534,4774176.69,99
445113.866,4774064.51,93
445271.642,4766677.913,2
444003.4702,4770667.75,60
425606.3471,4756500.917,32
445511.0173,4759515.959,10
445109.3231,4761107.882,7
445500.479,4760753.08,8
443962.3216,4760950.588,13
445075.312,4761101.985,10
444125.1699,4755649.43,20
445422.2965,4760034.925,47
450409.924,4757044.811,23
453176.7703,4762436.136,2
452813.0976,4763863.831,75
450022.9515,4757726.284,20
449729.1419,4759671.883,25
448050.7146,4761723.501,21
452628.7756,4763066.13,32
454698.5344,4764566.768,8
448045.0701,4761874.703,10
449144.0448,4760478.264,16
433714.0913,4764250.519,5
431466.3673,4765130.307,26
431466.3055,4765124.137,30
430804.8904,4765735.465,1
427806.7331,4763390.967,19
427454.9273,4762234.708,38
426540.3724,4769827.59,15
434361.8659,4768069.679,14
426634.7657,4769351.471,29
432145.8171,4763587.193,32
429059.3708,4762816.388,15
433388.4485,4772166.769,76
532090.3587,4745200.197,52
533145.8039,4747043.669,189
533564.2109,4749171.051,15
535011.4818,4745556.839,345
536284.6313,4743385.646,85
531368.0612,4743349.154,205
531546.0432,4745623.365,104
529802.1086,4747990.785,5
531952.4858,4749962.304,58
534624.685,4743053.208,195
529681.6553,4746466.437,10
528065.2111,4744479.303,4
533683.4018,4749841.014,15
535305.4218,4746206.126,23
533030.2535,4742755.417,160
549292.8683,4736886.726,81
548449.8459,4742063.109,180
548187.5777,4743202.626,233
548836.1997,4748087.299,17
548447.0197,4747301.012,10
548790.9845,4751578.958,15
524835.1933,4748995.156,100
521363.7811,4750134.064,25
523726.6527,4759978.881,35
521771.965,4758704.577,57
523492.6065,4754265.219,10
529065.348,4753237.763,30
526199.3911,4759987.893,9
521229.9417,4760399.462,15
525655.7964,4747289.269,25
543828.3886,4750774.304,123
548770.6306,4756992.655,56
542898.4032,4752270.711,9
543910.8054,4754550.59,9
542914.3107,4752264.641,11
546791.025,4758579.877,2
546617.1062,4753174.116,140
545195.7884,4752834.539,69
544653.3079,4755030.438,132
530982.6005,4754825.52,4
533738.813,4755637.465,11
540528.6585,4750075.401,2
536814.595,4757997.695,2
532056.0453,4756434.507,24
537534.3069,4756039.694,8
535825.3948,4758735.878,5
534759.6041,4758989.508,20
532469.0245,4755822.59,2
539285.8302,4751675.33,5
539234.7247,4751493.038,3
547112.0548,4740804.511,37
545443.6428,4739321.897,98
540463.1052,4747341.944,20
546143.8459,4745329.439,30
541979.7852,4741937.353,20
539861.8704,4746955.927,112
543119.0136,4739485.878,18
545204.1811,4751215.088,103
541829.2957,4748016.421,10
525174.7978,4762124.847,3
528051.6353,4761111.9,1
524838.6107,4761195.117,3
524867.0009,4761482.099,1
531517.9296,4761117.724,17
526748.6815,4763133.355,139
459934.3976,4762504.294,24
461013.2799,4762744.847,120
457852.5422,4759681.866,58
460939.3722,4755335.643,40
457817.1832,4758352.539,9
461623.5139,4756109.139,39
476982.916,4753375.223,50
479804.7698,4753347.832,56
478657.2895,4748786.009,132
468546.5738,4763261.333,15
470171.4821,4764253.516,22
463500.7415,4766519.247,47
468550.6994,4769566.587,68
469430.0194,4768988.824,85
468043.1597,4768384.385,65
473430.7298,4764955.74,14
473567.1398,4765121.787,35
468356.9865,4763866.82,23
465886.6053,4764979.957,55
473440.0444,4765023.568,105
469981.5364,4764803.433,20
473436.2619,4765214.837,78
470678.6359,4763779.356,28
470260.9936,4763500.446,21
470283.3582,4763438.654,6
464613.7047,4765624.975,3
468371.6646,4768993.643,36
471747.8404,4765110.553,46
473662.0551,4765090.574,36
467357.7246,4760293.198,18
467268.0511,4760481.796,60
471816.7283,4760958.207,48
466818.1953,4753614.259,54
470135.4514,4760663.029,71
467393.7188,4760243.67,8
470219.8302,4755066.975,70
467231.3479,4755645.104,133
466896.0713,4760350.939,64
471439.7631,4757973.755,12
466762.5277,4754755.874,56
472141.4357,4755058.902,150
470986.4244,4754150.618,75
470069.1313,4755844.978,20
472696.0426,4753773.439,51
465967.6144,4758057.353,42
467700.2359,4754649.6,73
476733.3768,4764650.656,20
479568.2691,4764481.194,64
475979.0183,4766994.582,30
479576.9039,4763583.515,58
479282.4763,4765009.542,20
477122.3835,4764587.649,16
480871.5841,4763622.959,97
480381.8162,4764882.911,26
479033.1287,4756730.952,52
480455.2157,4761267.418,92
479592.9314,4762127.482,58
478823.9327,4756481.735,85
475327.435,4761950.276,47
480901.1683,4761247.651,146
479262.5375,4754678.942,62
474325.2989,4760936.003,19
465709.1544,4753024.359,63
466973.8841,4752996.565,82
466415.7708,4751043.566,39
466450.5756,4752598.09,36
464867.2423,4753284.649,70
468405.873,4746943.829,64
459552.3137,4766794.426,62
452828.9847,4768133.164,38
456515.8801,4766011.012,4
459939.093,4763306.314,45
456583.3619,4765948.887,10
455980.4805,4767192.847,20
459110.2148,4768524.559,3
456408.2804,4763327.898,8
457161.1632,4767888.687,20
455730.8142,4767064.897,20
459786.6198,4772006.407,27
454046.0194,4768155.718,15
460420.9222,4766777.001,9
453399.1728,4766503.53,4
452605.9935,4767289.453,1
453351.6071,4767821.089,47
459402.7423,4772455.983,16
452958.7758,4771541.055,20
449387.5756,4771952.219,4
456619.3027,4773383.149,40
447885.9519,4773654.061,4
463158.9881,4766912.849,20
462495.7764,4771784.295,13
465841.0751,4773515.82,70
461680.3925,4771505.021,22
462601.9931,4773427.927,21
463043.4521,4766882.625,38
463632.2142,4771664.006,78
463682.1984,4766607.739,6
468456.0688,4769641.058,21
467606.6819,4770774.069,50
464981.1276,4773733.034,68
465221.556,4769912.804,15
471167.2341,4772294.325,23
416137.6296,4760284.605,3
415500.2371,4742324.642,18
417916.3903,4743473.917,16
424793.5586,4745379.017,265
420445.5062,4743077.113,87
415327.9441,4743455.9,34
414285.9824,4742373.581,16
413946.6443,4741930.472,15
426418.0488,4741076.433,2
416722.5453,4742377.627,104
426009.2205,4744242.905,489
420967.413,4737703.181,18
408599.1136,4750002.327,128
410013.5995,4755811.611,49
411983.6507,4747894.169,110
409294.7268,4752177.435,93
409410.304,4753718.516,35
407754.4718,4754835.832,5
409590.5933,4752087.147,34
408094.147,4749558.621,130
410283.3221,4759275.871,90
408858.3643,4753469.75,18
408630.0525,4753179.689,38
414316.6963,4748302.788,16
411269.4412,4752851.972,2
410370.8572,4757654.98,24
409284.242,4753100.052,132
409697.2382,4745529.718,34
408691.9377,4752207.021,24
409550.7257,4747506.157,102
409527.0497,4748465.962,12
409474.4976,4751709.196,16
411399.0067,4751822.932,3
411468.3583,4755089.254,50
410614.2057,4754942.984,31
410344.6892,4748532.379,22
408857.1164,4745164.402,58
409310.788,4746346.203,55
411294.1293,4752481.43,4
411510.629,4746752.561,228
408344.8776,4750838.722,180
407715.0784,4750048.081,239
408521.0477,4750953.611,120
413167.0533,4755169.354,98
411501.7119,4746765.016,234
409487.6988,4746337.702,75
412533.7391,4751536.891,32
409481.4833,4745520.212,35
410647.2935,4746677.337,14
409373.0169,4747107.423,126
408801.6458,4754149.253,24
409229.3358,4745505.023,65
422573.38,4765817.555,5
421575.345,4765612.971,40
417903.9771,4761778.014,42
419863.669,4755670.944,104
424382.7328,4763477.312,7
422975.4828,4763745.988,1
423760.4532,4760652.105,35
424602.7784,4763314.459,78
424944.0386,4764294.85,37
422613.9603,4764404.112,3
423302.6419,4763449.228,2
422385.555,4765418.619,4
422748.389,4764482.805,1
424960.1471,4764112.653,10
424887.4168,4762641.866,83
422898.1879,4768531.88,10
422123.0587,4764227.661,10
425246.5692,4765260.255,5
420340.48,4763538.605,2
424986.8797,4764899.058,5
421582.1281,4764033.307,20
423776.1467,4763687.659,54
422737.3855,4764310.163,2
420230.3592,4768843.261,2
418442.9049,4767284.757,10
423830.7352,4763304.499,12
415894.4156,4767210.749,28
415996.1695,4769597.45,16
408827.568,4758144.29,63
414884.9417,4750035.741,3
415098.0338,4759550.8,59
424292.3021,4759597.279,112
414433.6013,4759127.141,21
425851.2179,4757143.039,63
424760.6907,4754807.198,67
419714.0261,4759340.893,4
416424.5933,4751488.443,23
416102.5511,4757048.702,16
415917.1293,4757634.068,15
418192.1625,4759365.066,12
419798.9842,4758084.255,97
416364.0471,4752661.527,60
416361.4672,4752821.985,46
417882.4886,4753173.836,16
425781.8458,4756804.435,34
415326.9432,4752402.747,58
416670.8856,4751041.193,18
422544.8353,4751867.113,30
419824.6124,4758725.659,26
422976.6651,4756600.908,90
419893.4287,4750256.268,14
418284.3337,4750552.876,8
418183.5347,4749896.95,46
423489.1958,4753793.936,6
423488.4767,4753932.771,5
419522.032,4756492.498,76
419684.9424,4748136.173,39
425113.4769,4759298.257,56
418591.2746,4752912.415,10
416098.2893,4759106.554,12
416367.2803,4751809.993,12
418650.4065,4759041.841,33
415138.056,4759124.55,5
415263.2107,4758987.253,8
418591.6129,4757524.656,136
425694.4828,4756688.149,23
419438.7808,4758085.394,8
419953.9832,4755447.763,86
423501.6264,4753688.906,47
413958.6304,4757741.671,17
415967.2665,4757473.025,4
423502.8669,4759081.585,37
418160.1143,4750406.27,8
422628.2828,4759862.678,18
419332.0565,4758641.971,5
415818.1888,4757141.657,17
424353.2958,4759787.88,193
420289.5034,4757600.341,42
414718.9471,4756936.196,98
415265.3193,4759524.047,10
418128.1013,4759122.106,7
423582.7551,4749365.861,28
415906.1399,4758769.542,65
423644.5924,4756349.717,88
419507.2961,4759096.509,14
415944.4272,4757642.989,15
416699.9989,4750636.69,26
424941.5213,4753518.756,82
420073.7275,4755221.154,106
424239.199,4759915.629,38
424229.6204,4759459.144,38
418523.3988,4758457.175,46
421200.437,4751296.245,16
419752.7575,4757618.944,127
418298.7469,4750620.576,14
416720.3872,4746514.747,36
425487.1406,4746969.498,380
420028.366,4750742.138,12
417901.1897,4752652.229,22
411110.8671,4744968.325,4
410605.9825,4739295.115,190
408508.2843,4741118.196,8
408287.8343,4741278.47,55
408321.1713,4741052.809,63
408548.9648,4744181.232,64
409620.8016,4739875.625,90
411179.5128,4744658.924,21
491092.9746,4732687.972,35
486253.7999,4734287.536,30
483710.1574,4735132.07,5
489854.7426,4730117.174,72
488135.8382,4731693.025,133
484127.2098,4727718.928,75
483601.2738,4723707.191,184
488065.0916,4731542.004,57
477384.827,4703496.673,48
470411.3041,4701073.727,25
470253.7826,4703230.427,7
473895.8982,4705809.861,14
471832.3416,4707409.483,197
478962.5505,4704306.023,20
478374.1676,4700069.829,15
480482.4161,4700884.068,75
520895.2107,4737892.839,43
526455.3377,4740536.934,105
526619.9149,4735549.748,20
522649.6875,4743894.865,37
521792.33,4735801.177,33
521906.7423,4735551.688,28
522047.6118,4736270.846,28
522221.1555,4736006.128,140
505478.2935,4733637.524,5
523558.3853,4720319.436,28
523939.2977,4723451.533,27
475777.0717,4725580.853,151
480437.5082,4731090.533,135
482819.209,4729612.874,36
480351.7533,4724110.463,1
483420.4573,4735629.376,58
477411.9239,4723746.197,24
476243.3261,4726825.393,60
479039.7068,4727562.819,10
479399.8911,4728567.299,47
490567.2032,4738888.633,3
498044.5152,4738879.373,16
493877.5958,4737478.336,18
489554.4793,4742085.72,75
492681.6222,4738682.482,107
502637.2965,4720745.683,90
498032.1273,4719264.913,58
503098.0694,4719058.666,16
493591.0545,4724902.955,0
496785.8886,4723580.57,40
495121.3303,4716373.119,70
496803.202,4721634.25,84
502813.0545,4719749.466,120
494179.3305,4720766.132,190
502910.1948,4721652.63,13
498156.8478,4725723.797,20
496087.3106,4720033.771,24
502569.1662,4726374.858,150
488198.9976,4707294.657,170
491856.8973,4711419.468,23
493745.4934,4709366.366,103
485614.5486,4710979.249,54
491172.5808,4709464.772,175
485768.9152,4709516.906,12
492893.6161,4706110.037,88
491790.6678,4711336.266,23
488158.1109,4711424.783,132
490570.6409,4704595.264,15
509834.2269,4713904.633,51
505368.2842,4705368.222,17
515465.8961,4709306.713,256
509794.8586,4709484.572,30
515520.5183,4709362.355,213
515602.4292,4709455.071,42
509875.3293,4713855.34,22
508461.3506,4710627.147,20
514453.1817,4715843.579,70
510541.7905,4710306.123,30
509183.6955,4709369.614,60
515299.6949,4732899.666,145
507272.0891,4718158.034,32
506055.5382,4715550.495,38
507226.86,4724391.732,170
507484.9616,4725665.906,40
511579.8679,4733281.082,35
510225.2791,4736184.595,30
510639.6393,4732708.929,28
508436.0623,4727653.426,64
515835.4648,4731238.3,7
512864.5089,4734353.696,92
507537.0154,4728019.446,34
509016.9388,4721842.952,33
511419.1886,4723197.503,58
508828.4533,4719658.895,36
504160.9599,4709105.708,102
501478.1077,4710178.001,49
500383.0925,4714452.886,136
501107.8085,4715267.259,43
500301.4586,4704644.411,78
501025.7915,4715054.419,78
499795.0358,4715322.694,12
506676.713,4711846.642,4
496497.6892,4711825.813,30
497891.9681,4715270.575,57
501712.7033,4702220.28,68
500292.3255,4704709.183,148
500595.6623,4707596.209,60
499619.2926,4710720.714,158
500714.4165,4706532.097,87
503734.3815,4713361.985,10
481135.7329,4709364.448,19
471582.4394,4711586.885,97
478352.6633,4710785.231,15
477503.4702,4710538.084,90
472448.7451,4710374.281,70
471077.7376,4711410.065,34
485425.757,4712302.871,117
471618.0405,4709692.865,70
482500.2154,4711334.931,69
479074.0145,4711766.967,39
481311.1598,4709283.779,20
475310.197,4710113.696,29
482667.8964,4712734.855,12
474787.0802,4707373.482,61
479441.5165,4710350.103,112
483312.0007,4713214.455,128
478894.0876,4713340.591,6
468890.9672,4708390.53,56
475537.7612,4714502.107,136
480991.3265,4715780.527,70
478896.1052,4713254.22,9
476053.3226,4713960.525,10
483995.0484,4720732.808,80
493188.4759,4715899.74,10
489478.6687,4719087.543,26
485934.2667,4714578.154,20
488536.4418,4720958.234,34
493462.1744,4723391.671,18
487009.5381,4715482.892,100
491920.0584,4720620.341,90
483871.9661,4718728.173,4
490669.4718,4701689.627,131
490444.196,4703938.458,55
498007.4087,4704530.567,22
497658.463,4705418.983,4
495941.072,4703593.806,27
491363.0723,4697506.312,19
493159.8165,4698300.089,34
500274.2221,4700702.558,129
494110.8949,4704480.335,34
495918.5332,4704090.408,60
485054.314,4692156.329,10
483558.0095,4695706.707,56
484619.5028,4692003.053,60
485114.0167,4702994.719,10
483858.6538,4701183.881,39
477069.5431,4731705.461,16
489128.7972,4696297.274,62
482012.9572,4701907.062,20
487976.5003,4697344.764,41
488324.5429,4700508.75,55
488061.0853,4696030.676,460
482834.2804,4703459.536,18
481805.3079,4695828.257,102
508024.7348,4735092.837,20
495721.4509,4732415.2,36
503205.5379,4732923.567,138
498572.2323,4731578.113,50
502916.9468,4738016.034,50
499541.3164,4738505.878,49
506642.7251,4730637.291,145
506445.9465,4731932.609,17
505378.5948,4733230.286,18
508180.7003,4735805.552,20
507929.7706,4734670.143,28
508128.3776,4735854.843,20
478027.6156,4714734.377,17
479311.2269,4720202.326,52
478254.5427,4714412.876,41
480454.7147,4718644.422,80
478788.943,4714744.348,64
475347.3186,4719283.759,60
480186.2118,4721143.631,93
488141.482,4740265.016,98
485744.1932,4742845.195,15
481884.5015,4739174.338,59
496025.2339,4746671.909,66
501348.5822,4742768.879,80
497600.9116,4743423.098,196
496079.6867,4746674.963,40
499019.253,4741158.665,38
518356.142,4733354.373,30
519064.7879,4729448.159,20
518453.6089,4733459.508,60
525467.5861,4733130.166,48
524677.0417,4730425.208,60
518377.6914,4732089.76,20
517206.2622,4708428.648,185
506240.4921,4740384.106,156
512126.0166,4741999.019,190
511375.9836,4745242.739,51
515651.9102,4742977.778,23
511709.9316,4742359.197,92
505527.7597,4739985.588,140
472507.6193,4689387.586,100
475947.6426,4687882.095,33
474901.0313,4686982.048,50
469705.5861,4685762.66,57
470517.7016,4692726.826,35
476960.9617,4688480.139,110
471622.4301,4685464.71,41
478837.8084,4696286.933,43
